,team,data,match,opponent,map_map,result,w_l
0,Party Astronauts,12/12/23,Mythic Cup Winter 2023,BOSS,Mirage,7 - 13,L
1,Party Astronauts,09/12/23,ESL Challenger League Season 46 North America,Nouns,Inferno,13 - 2,W
2,Party Astronauts,07/12/23,ESL Challenger League Season 46 North America,M80,Vertigo,7 - 13,L
3,Party Astronauts,03/12/23,ESEA Autumn 2023 Cash Cup 6 North America,NRG,Mirage,14 - 16,L
4,Party Astronauts,21/11/23,ESL Challenger League Season 46 North America,Mythic,Ancient,13 - 8,W
5,Party Astronauts,16/11/23,ESL Challenger Atlanta 2023 North America Closed Qualifier,Evil Geniuses,Nuke,11 - 13,L
6,Party Astronauts,14/11/23,ESL Challenger League Season 46 North America,Take Flyte,Nuke,13 - 9,W
7,Party Astronauts,09/11/23,ESL Challenger League Season 46 North America,M80,Vertigo,2 - 13,L
8,Party Astronauts,02/11/23,ESL Challenger League Season 46 North America,Rocket,Overpass,13 - 10,W
9,Party Astronauts,25/10/23,ESL Challenger League Season 46 North America,Reason,Ancient,13 - 4,W
10,Party Astronauts,19/10/23,ESL Challenger League Season 46 North America,Bad News Bears,Inferno,13 - 3,W
11,Party Astronauts,07/10/23,BLAST Premier Fall Showdown 2023 Americas,Liquid,Mirage,7 - 16,L
12,Party Astronauts,04/10/23,ESL Challenger Jönköping 2023 North America Open Qualifier,Take Flyte,Nuke,13 - 4,W
13,Party Astronauts,18/09/23,ESEA Summer 2023 Cash Cup 1 North America,Wildcard,Nuke,12 - 16,L
14,Party Astronauts,17/09/23,ESEA Summer 2023 Cash Cup 1 North America,FLUFFY AIMERS,Nuke,16 - 8,W
15,Party Astronauts,09/09/23,Ace North American Masters Fall 2023 - BLAST Premier Qualifier,Wildcard,Inferno,19 - 16,W
16,Party Astronauts,07/09/23,Ace North American Masters Fall 2023 - BLAST Premier Qualifier,Reason,Ancient,16 - 13,W
17,Party Astronauts,12/08/23,IEM Sydney 2023 North America Open Qualifier 2,Forsaken,Overpass,10 - 16,L
18,Party Astronauts,10/08/23,IEM Sydney 2023 North America Open Qualifier 1,Detonate,Ancient,17 - 19,L
19,Party Astronauts,21/07/23,ESEA Pre-Season Circuit Summer 2023 NA Open Qualifier 4,ex-BHOP,Inferno,16 - 3,W
20,Party Astronauts,17/07/23,Thunderpick World Championship 2023 North America Series 1,timbermen,Ancient,16 - 12,W
21,Party Astronauts,10/06/23,ESL Challenger Katowice 2023,ENCE,Nuke,6 - 16,L
22,Party Astronauts,09/06/23,ESL Challenger Katowice 2023,Virtus.pro,Inferno,13 - 16,L
23,Party Astronauts,22/05/23,ESL Challenger League Season 45 North America,Nouns,Inferno,13 - 16,L
