,team,data,match,opponent,map_map,result,w_l
0,1WIN,16/12/21,ESEA Premier Season 39 Europe,Entropiq,Mirage,14 - 16,L
1,1WIN,14/12/21,ESEA Premier Season 39 Europe,SINNERS,Nuke,16 - 9,W
2,1WIN,07/12/21,Malta Vibes Knockout Series 4,MOUZ NXT,Ancient,23 - 25,L
3,1WIN,01/12/21,ESEA Premier Season 39 Europe,Sprout,Vertigo,16 - 8,W
4,1WIN,24/11/21,Pinnacle Fall Series 3,MASONIC,Vertigo,14 - 16,L
5,1WIN,23/11/21,Pinnacle Fall Series 3,ECSTATIC,Overpass,11 - 16,L
6,1WIN,18/11/21,Pinnacle Fall Series 3 Regionals,Unique,Vertigo,19 - 15,W
7,1WIN,16/11/21,ESEA Premier Season 39 Europe,Copenhagen Flames,Vertigo,19 - 17,W
8,1WIN,15/11/21,Pinnacle Fall Series 3 Regionals,Levadia,Mirage,16 - 5,W
9,1WIN,11/11/21,ESEA Premier Season 39 Europe,LDLC,Ancient,16 - 8,W
10,1WIN,21/10/21,Malta Vibes Knockout Series 3,Lyngby Vikings,Overpass,6 - 16,L
11,1WIN,19/10/21,Malta Vibes Knockout Series 3,Galaxy Racer,Overpass,16 - 14,W
12,1WIN,16/10/21,ESEA Premier Season 38 Europe Relegation,Apeks,Overpass,16 - 4,W
13,1WIN,15/10/21,Pinnacle Fall Series 2,FunPlus Phoenix,Nuke,9 - 16,L
14,1WIN,13/10/21,Pinnacle Fall Series 2,Nemiga,Nuke,10 - 16,L
15,1WIN,11/10/21,Pinnacle Fall Series 2,HAVU,Overpass,5 - 16,L
16,1WIN,07/10/21,Pinnacle Fall Series 2 Regionals,GamerLegion,Overpass,16 - 8,W
17,1WIN,05/10/21,Pinnacle Fall Series 2 Regionals,Nemiga,Nuke,12 - 16,L
18,1WIN,04/10/21,Pinnacle Fall Series 2 Regionals,Tricked,Vertigo,16 - 12,W
19,1WIN,30/09/21,ESEA Advanced Season 38 Europe,K23,Overpass,16 - 11,W
