,team,data,match,opponent,map_map,result,w_l
0,Into the Breach,04/12/23,CCT 2023 Online Finals 5,Anonymo,Ancient,8 - 13,L
1,Into the Breach,30/11/23,CCT 2023 Online Finals 5,RED Canids,Overpass,13 - 9,W
2,Into the Breach,26/11/23,European Pro League Season 12,Endpoint,Anubis,5 - 13,L
3,Into the Breach,19/11/23,A1 Gaming League Season 7,B8,Vertigo,13 - 11,W
4,Into the Breach,18/11/23,CCT East Europe Series 4,Sprout,Vertigo,13 - 9,W
5,Into the Breach,18/11/23,CCT East Europe Series 4,ECSTATIC,Inferno,13 - 4,W
6,Into the Breach,17/11/23,CCT 2023 Online Finals 4,ALTERNATE aTTaX,Ancient,13 - 11,W
7,Into the Breach,16/11/23,CCT East Europe Series 4,Project G,Ancient,13 - 9,W
8,Into the Breach,14/11/23,CCT 2023 Online Finals 4,MOUZ NXT,Ancient,13 - 8,W
9,Into the Breach,07/11/23,CCT Central Europe Series 8,B8,Mirage,14 - 16,L
10,Into the Breach,23/10/23,CCT North Europe Series 8,ALTERNATE aTTaX,Vertigo,13 - 8,W
11,Into the Breach,20/09/23,CCT 2023 Online Finals 3,Sharks,Mirage,17 - 19,L
12,Into the Breach,17/09/23,Thunderpick World Championship 2023 Europe Series 2,SAW,Vertigo,13 - 16,L
13,Into the Breach,12/09/23,Thunderpick World Championship 2023 Europe Series 2,ALTERNATE aTTaX,Mirage,16 - 12,W
14,Into the Breach,10/09/23,RES Western European Masters Fall 2023 - BLAST Premier Qualifier,Sprout,Anubis,19 - 16,W
15,Into the Breach,09/09/23,RES Western European Masters Fall 2023 - BLAST Premier Qualifier,Endpoint,Mirage,19 - 17,W
16,Into the Breach,27/08/23,PGE Polish Esport League Supercup 2023,ECLOT,Ancient,18 - 22,L
17,Into the Breach,26/08/23,PGE Polish Esport League Supercup 2023,ECLOT,Ancient,16 - 19,L
18,Into the Breach,16/08/23,CCT Central Europe Series 7,Espionage,Mirage,12 - 16,L
19,Into the Breach,10/08/23,IEM Sydney 2023 Europe Open Qualifier 1,BetBoom,Mirage,14 - 16,L
20,Into the Breach,10/08/23,IEM Sydney 2023 Europe Open Qualifier 1,Falcons,Ancient,16 - 5,W
21,Into the Breach,04/08/23,CCT 2023 Online Finals 2,Movistar Riders,Overpass,16 - 12,W
22,Into the Breach,27/07/23,IEM Cologne 2023 Play-in,TheMongolz,Ancient,8 - 16,L
23,Into the Breach,15/07/23,ESL Pro League Season 18 NC Europe Qualifier,ECLOT,Inferno,8 - 16,L
24,Into the Breach,08/06/23,Elisa Invitational Spring 2023,Apeks,Mirage,6 - 16,L
25,Into the Breach,04/06/23,ESL Premiership Spring 2023,Endpoint,Inferno,16 - 11,W
26,Into the Breach,29/05/23,ESL Premiership Spring 2023,Arctic Raptors,Inferno,16 - 4,W
27,Into the Breach,28/05/23,CCT 2023 Online Finals 1,FORZE,Mirage,6 - 16,L
28,Into the Breach,24/05/23,CCT 2023 Online Finals 1,Aurora,Mirage,16 - 12,W
29,Into the Breach,23/05/23,CCT South Europe Series 4,9 Pandas,Anubis,16 - 13,W
30,Into the Breach,16/05/23,BLAST.tv Paris Major 2023,fnatic,Vertigo,16 - 4,W
31,Into the Breach,14/05/23,BLAST.tv Paris Major 2023,ENCE,Vertigo,16 - 7,W
32,Into the Breach,13/05/23,BLAST.tv Paris Major 2023,Apeks,Mirage,10 - 16,L
33,Into the Breach,28/04/23,Brazy Party 2023,00NATION,Overpass,19 - 15,W
34,Into the Breach,08/04/23,BLAST.tv Paris Major 2023 Europe RMR A,B8,Vertigo,16 - 7,W
35,Into the Breach,06/04/23,BLAST.tv Paris Major 2023 Europe RMR A,Sprout,Vertigo,16 - 7,W
36,Into the Breach,21/03/23,CCT West Europe Series 2,Sangal,Inferno,11 - 16,L
37,Into the Breach,15/03/23,BetBoom Playlist Urbanistic 2023,HONORIS,Ancient,16 - 11,W
38,Into the Breach,12/03/23,CCT West Europe Series 2,Viperio,Vertigo,16 - 9,W
39,Into the Breach,09/03/23,BetBoom Playlist Urbanistic 2023,Falcons,Mirage,11 - 16,L
40,Into the Breach,05/03/23,CCT South Europe Series 3,500,Inferno,13 - 16,L
41,Into the Breach,03/03/23,CCT North Europe Series 4,Tricked,Overpass,6 - 16,L
42,Into the Breach,28/02/23,CCT South Europe Series 3,Katuna,Inferno,19 - 17,W
43,Into the Breach,25/02/23,CCT South Europe Series 3,HONORIS,Vertigo,17 - 19,L
44,Into the Breach,23/02/23,European Development Championship 7,MOUZ NXT,Vertigo,11 - 16,L
45,Into the Breach,22/02/23,CCT South Europe Series 3,GODSENT,Inferno,16 - 10,W
46,Into the Breach,18/02/23,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A,HAVU,Mirage,16 - 8,W
47,Into the Breach,17/02/23,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A,9INE,Ancient,13 - 16,L
48,Into the Breach,16/02/23,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A,IKLA,Inferno,16 - 9,W
49,Into the Breach,14/02/23,BLAST.tv Paris Major 2023 Europe RMR Open Qualifier 1,B8,Vertigo,16 - 14,W
50,Into the Breach,14/02/23,BLAST.tv Paris Major 2023 Europe RMR Open Qualifier 1,PGE Turow,Vertigo,19 - 17,W
51,Into the Breach,10/02/23,CCT West Europe Series 1,Spirit Academy,Nuke,14 - 16,L
52,Into the Breach,06/02/23,European Development Championship 7 Closed Qualifier,Nexus,Vertigo,16 - 11,W
53,Into the Breach,03/02/23,European Development Championship 7 Closed Qualifier,JANO,Inferno,16 - 11,W
54,Into the Breach,04/12/23,CCT 2023 Online Finals 5,Anonymo,Ancient,8 - 13,L
55,Into the Breach,04/12/23,CCT 2023 Online Finals 5,Anonymo,Mirage,13 - 5,W
56,Into the Breach,04/12/23,CCT 2023 Online Finals 5,Anonymo,Overpass,9 - 13,L
57,Into the Breach,30/11/23,CCT 2023 Online Finals 5,RED Canids,Overpass,13 - 9,W
58,Into the Breach,30/11/23,CCT 2023 Online Finals 5,RED Canids,Mirage,13 - 9,W
59,Into the Breach,26/11/23,European Pro League Season 12,Endpoint,Anubis,5 - 13,L
60,Into the Breach,26/11/23,European Pro League Season 12,Endpoint,Ancient,5 - 13,L
61,Into the Breach,19/11/23,A1 Gaming League Season 7,B8,Vertigo,13 - 11,W
