,team,data,match,opponent,map_map,result,w_l
0,Zero Tenacity,08/12/23,ESEA Advanced Season 47 Europe,ALTERNATE aTTaX,Overpass,11 - 13,L
1,Zero Tenacity,06/12/23,ESEA Advanced Season 47 Europe,GenOne,Inferno,13 - 0,W
2,Zero Tenacity,04/12/23,CCT 2023 Online Finals 5,SAW,Anubis,8 - 13,L
3,Zero Tenacity,02/12/23,CCT 2023 Online Finals 5,VERTEX,Overpass,13 - 7,W
4,Zero Tenacity,30/11/23,CCT 2023 Online Finals 5,BIG,Vertigo,7 - 13,L
5,Zero Tenacity,26/11/23,RES Adriatic League Season 3,Guild Eagles,Anubis,10 - 13,L
6,Zero Tenacity,25/11/23,RES Adriatic League Season 3,Guild Eagles,Vertigo,8 - 13,L
7,Zero Tenacity,23/11/23,RES Adriatic League Season 3,Amigosi,Anubis,13 - 2,W
8,Zero Tenacity,22/11/23,European Pro League 2nd Division Season 7,JANO,Mirage,13 - 9,W
9,Zero Tenacity,20/11/23,European Pro League 2nd Division Season 7,sYnck,Nuke,4 - 13,L
10,Zero Tenacity,11/11/23,A1 Adria League Season 12 Finals,The Suspect,Inferno,16 - 14,W
11,Zero Tenacity,07/11/23,CCT East Europe Series 4,Spirit Academy,Vertigo,13 - 10,W
12,Zero Tenacity,02/11/23,CCT East Europe Series 4 Closed Qualifier,Sangal,Anubis,13 - 4,W
13,Zero Tenacity,01/11/23,CCT East Europe Series 4 Closed Qualifier,ex-RAPTORS EC,Anubis,13 - 5,W
14,Zero Tenacity,28/10/23,A1 Gaming League Season 7,Sangal,Vertigo,13 - 8,W
15,Zero Tenacity,14/10/23,A1 Gaming League Season 7,Permitta,Vertigo,13 - 7,W
16,Zero Tenacity,05/10/23,CCT East Europe Series 3 Closed Qualifier,Metizport,Mirage,14 - 16,L
17,Zero Tenacity,03/10/23,CCT East Europe Series 3 Closed Qualifier,MOUZ NXT,Nuke,12 - 16,L
18,Zero Tenacity,24/09/23,HardPlay Cup 7,ThunderFlash,Nuke,13 - 16,L
19,Zero Tenacity,23/09/23,HardPlay Cup 7,Aurora Young Blud,Vertigo,16 - 11,W
20,Zero Tenacity,21/09/23,CCT North Europe Series 8,Anonymo,Inferno,2 - 16,L
21,Zero Tenacity,18/09/23,CCT North Europe Series 8,ECSTATIC,Nuke,16 - 13,W
22,Zero Tenacity,16/09/23,RES Eastern European Masters Fall 2023 - BLAST Premier Qualifier,Bad News Eagles,Mirage,14 - 16,L
23,Zero Tenacity,12/09/23,CCT North Europe Series 8 Closed Qualifier,knasigT,Overpass,16 - 14,W
24,Zero Tenacity,11/09/23,CCT North Europe Series 8 Closed Qualifier,Wu-Tang,Inferno,14 - 16,L
25,Zero Tenacity,27/08/23,RES Season 5,RedPack,Mirage,11 - 16,L
26,Zero Tenacity,26/08/23,RES Season 5,allStars,Mirage,16 - 4,W
27,Zero Tenacity,20/08/23,CCT North Europe Series 7,9 Pandas,Overpass,9 - 16,L
28,Zero Tenacity,18/08/23,European Pro League 2nd Division Season 5,Pompa,Overpass,14 - 16,L
29,Zero Tenacity,16/08/23,European Pro League 2nd Division Season 5,los kogutos,Vertigo,16 - 10,W
30,Zero Tenacity,14/08/23,European Pro League 2nd Division Season 5,Sashi,Nuke,2 - 16,L
31,Zero Tenacity,09/08/23,CCT North Europe Series 7 Closed Qualifier,Sashi,Anubis,16 - 6,W
32,Zero Tenacity,08/08/23,CCT North Europe Series 7 Closed Qualifier,desenchantee,Overpass,16 - 8,W
33,Zero Tenacity,05/08/23,CCT 2023 Online Finals 2,Spirit,Overpass,4 - 16,L
34,Zero Tenacity,28/07/23,Thunderpick World Championship 2023 Europe Series 1,Falcons,Mirage,14 - 16,L
35,Zero Tenacity,20/07/23,European Pro League Season 9,Espionage,Overpass,7 - 16,L
36,Zero Tenacity,16/07/23,European Pro League Season 9,BRUTE,Anubis,16 - 4,W
37,Zero Tenacity,15/07/23,CCT North Europe Series 6 Closed Qualifier,Lazer Cats,Anubis,16 - 12,W
38,Zero Tenacity,12/07/23,European Pro League Season 9,ThunderFlash,Nuke,14 - 16,L
39,Zero Tenacity,25/06/23,LEON TEAMPLAY Season 1,Question Mark,Anubis,8 - 16,L
40,Zero Tenacity,24/06/23,LEON TEAMPLAY Season 1,ex-DomiNation,Mirage,16 - 11,W
41,Zero Tenacity,20/06/23,LEON TEAMPLAY Season 1,HOTU,Anubis,16 - 14,W
42,Zero Tenacity,17/06/23,LEON TEAMPLAY Season 1,AGO,Mirage,16 - 10,W
43,Zero Tenacity,10/06/23,Telekom Esports Championship Zagreb 2023 Finals,Jake Bube,Mirage,6 - 16,L
44,Zero Tenacity,06/06/23,RES Adriatic League Season 2,beers,Mirage,16 - 2,W
45,Zero Tenacity,04/06/23,RES Adriatic League Season 2,Jake Bube,Mirage,16 - 8,W
46,Zero Tenacity,02/06/23,RES Adriatic League Season 2,RUR,Nuke,16 - 10,W
47,Zero Tenacity,01/06/23,CCT West Europe Series 4,Sangal,Overpass,7 - 16,L
48,Zero Tenacity,29/05/23,CCT West Europe Series 4,Unluko5,Anubis,16 - 14,W
49,Zero Tenacity,26/05/23,CCT West Europe Series 4 Closed Qualifier,Genk,Overpass,16 - 5,W
50,Zero Tenacity,09/05/23,European Pro League 2nd Division Season 3,sYnck,Nuke,11 - 16,L
51,Zero Tenacity,28/04/23,CCT West Europe Series 3,LDLC,Inferno,12 - 16,L
52,Zero Tenacity,22/04/23,CCT West Europe Series 3,Viperio,Nuke,16 - 5,W
53,Zero Tenacity,20/04/23,CCT West Europe Series 3,HEET,Overpass,13 - 16,L
54,Zero Tenacity,17/04/23,European Pro League Season 7,PROSPECTS,Inferno,11 - 16,L
55,Zero Tenacity,12/04/23,European Pro League Season 7,sYnck,Inferno,25 - 23,W
56,Zero Tenacity,07/04/23,European Pro League Season 7,Astralis Talent,Inferno,12 - 16,L
57,Zero Tenacity,30/03/23,CCT West Europe Series 3 Closed Qualifier,Insilio,Vertigo,16 - 8,W
58,Zero Tenacity,29/03/23,CCT West Europe Series 3 Closed Qualifier,Into the Bin,Inferno,16 - 14,W
59,Zero Tenacity,27/02/23,CCT South Europe Series 3,undefined,Vertigo,8 - 16,L
60,Zero Tenacity,23/02/23,CCT South Europe Series 3,MASONIC,Overpass,16 - 13,W
61,Zero Tenacity,15/02/23,European Pro League 2nd Division Season 1,Nexus,Nuke,14 - 16,L
62,Zero Tenacity,12/02/23,CCT South Europe Series 3 Closed Qualifier,LIBURNA,Anubis,16 - 4,W
63,Zero Tenacity,04/02/23,Wandercon 2023,iNation,Anubis,5 - 16,L
64,Zero Tenacity,28/01/23,CCT West Europe Series 1 Closed Qualifier,undefined,Vertigo,4 - 16,L
65,Zero Tenacity,08/12/23,ESEA Advanced Season 47 Europe,ALTERNATE aTTaX,Overpass,11 - 13,L
